Address,Year Built,Community,Management Company,Fee includes,Amenities,Condo Fee,Beds,Baths,Price,Link
"428 Sparks St 1108,Ottawa, ON K1R 0B3",2015,Ottawa Centre,Apollo Management,"Building Insurance, Caretaker, Management Fee, Recreation, Facilities, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Guest Suite, Multi, Use Room, Party Room, Yoga Studio",$707.32,2,2,"$690,000",https://www.redfin.com/on/ottawa/428-Sparks-St-K1R-5A6/unit-1108/home/170473623
"360 Cumberland St 206,Ottawa, ON K1N 0B1",2011,Lower Town/byward Market,Sentinel Management,"Building Insurance, Common Area Hydro, Garbage Removal,, Management Fee, Recreation Facilities, Reserve Fund Allocation, Snow Removal,, Water/Sewer","AC, Balcony, Elevator, Rooftop Terrace, Storage Lockers",$284.59,1,1,"$289,000",https://www.redfin.com/on/ottawa/360-Cumberland-St-K1N-7J5/unit-206/home/170474751
"234 Rideau St 508,Ottawa, ON K1N 0A9",2011,Sandy Hill,Reid Property Management,"Building Insurance, Heat, Management Fee, Recreation Facilities,, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room, Security,, Storage Lockers",$605,2,2,"$510,000",https://www.redfin.com/on/ottawa/234-Rideau-St-K1N-0A9/unit-508/home/170475427
"349 Mcleod St 624,Ottawa, ON K2P 0P4",2011,Centretown,iCondo Property Management,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Water/Sewer","AC, Concierge Service, Elevator, Exercise Centre, Party Room,, Rooftop Terrace, Theatre/Screening Room",$563.29,1,1,"$449,900",https://www.redfin.com/on/ottawa/349-McLeod-St-K2P-0P4/unit-624/home/170475658
"224 Lyon St 404,Ottawa, ON K1R 0C1",2015,Centretown,Capital Concierge,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Other (See Remarks), Recreation Facilities, Water/Sewer","Balcony, Concierge Service, Elevator, Party Room, Patio, Security",$384,1,1,"$380,000",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-404/home/170475773
"224 Lyon St N 606,Ottawa, ON K1R 0C1",2015,Centretown,CMG,"Air Conditioning, Amenities, Building Insurance, Heat,, Management Fee, Recreation Facilities, Water/Sewer","Balcony, Elevator, Party Room, Security",$437.02,1,1,"$455,000",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-606/home/170476645
"354 Gladstone Ave 403,Ottawa, ON K2P 0R4",2012,Centretown,iCondo Management,"Building Insurance, Management Fee, Recreation Facilities,, Water/Sewer","Concierge Service, Exercise Centre, Party Room, Theatre/Screening, Room",$496.33,1,1,"$425,000",https://www.redfin.com/on/ottawa/354-Gladstone-Ave-K2P-0Y8/unit-403/home/170476916
"224 Lyon St N 1611,Ottawa, ON K1R 0C1",2015,Centretown,CMG - Dorothy Church EXT 259,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Water/Sewer","Concierge Service, Elevator, Multi Use Room, Patio",$549.47,1,1,"$517,000",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-1611/home/170476934
"195 Besserer St 303,Ottawa, ON K1N 0B6",2016,Snady Hill,Condominium management group,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Common Area Hydro, General Maintenance and Repair, Heat, Recreation, Facilities, Reserve Fund Allocation, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Indoor Pool, Party, Room",$317.31,1,1,"$402,700",https://www.redfin.com/on/ottawa/195-Besserer-St-K1N-7J6/unit-303/home/170476936
"340 Mcleod St 234,Ottawa, ON K2P 1A4",2014,Ottawa Centre,iCondo Property Management,"Amenities, Building Insurance, Caretaker, Common Area Hydro,, General Maintenance and Repair, Management Fee, Water/Sewer","Concierge Service, Exercise Centre, Outdoor Pool, Party Room,, Rooftop Terrace, Storage Lockers, Theatre/Screening Room",$424,1,1,"$465,100",https://www.redfin.com/on/ottawa/340-McLeod-St-K2P-1A2/unit-234/home/170477146
"224 Lyon St N 710,Ottawa, ON K1R 0C1",2015,Centretown,Capital Concierge,"Air Conditioning, Amenities, Building Insurance, Heat,, Management Fee, Recreation Facilities, Water/Sewer","Balcony, Concierge Service, Party Room, Patio, Security",$469.74,1,1,"$435,000",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-710/home/170477267
"340 Mcleod St 540,Ottawa, ON K2P 1A4",2015,Centretown,CONDO PROPERTYMANAGEMENT,"Air Conditioning, Amenities, Building Insurance, General, Maintenance and Repair, Heat, Management Fee, Recreation Facilities, Reserve, Fund Allocation, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Outdoor Pool, Party, Room, Storage Lockers",$250.28,,1,"$300,100",https://www.redfin.com/on/ottawa/340-McLeod-St-K2P-1A2/unit-540/home/170478121
"242 Rideau St 909,Ottawa, ON K1N 0B7",2014,Sandy Hill,CMG,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Heat, Management Fee, Reserve Fund Allocation, Water/Sewer","Air Conditioning, Amenities, Building Insurance, Caretaker,, Heat, Management Fee, Reserve Fund Allocation, Water/Sewer",$426,1,1,"$440,000",https://www.redfin.com/on/ottawa/242-Rideau-St-K1N-0B7/unit-909/home/170478525
"238 Besserer St 307,Ottawa, ON K1N 6B1",2013,Sandy Hill,Condominium Management Group,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Recreation Facilities, Reserve Fund Allocation, Water/Sewer","AC, Balcony, Elevator, Exercise Centre, Indoor Pool, Party Room,, Recreation Centre",$415.81,1,1,"$384,000",https://www.redfin.com/on/ottawa/238-Besserer-St-K1N-6B1/unit-307/home/170478840
"195 Besserer St 2203,Ottawa, ON K1N 0B6",2015,Sandy Hill,Condo Management Group,"Air Conditioning, Building Insurance, Heat, Management Fee,, Recreation Facilities, Water/Sewer","Balcony, Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna,, Security",$379.95,1,1,"$500,195",https://www.redfin.com/on/ottawa/195-Besserer-St-K1N-7J6/unit-2203/home/170478930
"242 Rideau St 1506,Ottawa, ON K1N 0B7",2014,Sandy Hill,Condominium Management Group,"Amenities, Building Insurance, Caretaker, General Maintenance, and Repair, Heat, Management Fee, Recreation Facilities, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Indoor Pool, Party, Room, Security, Theatre/Screening Room",$469.50,1,1,"$431,200",https://www.redfin.com/on/ottawa/242-Rideau-St-K1N-0B7/unit-1506/home/170478970
"179 Metcalfe St 1001,Ottawa, ON K2P 1P7",2014,Centretown,Condominium Management Group,"Amenities, Building Insurance, Caretaker, Common Area Hydro,, Garbage Removal, Management Fee, Recreation Facilities, Reserve Fund, Allocation, Water/Sewer","Balcony, Concierge Service, Elevator, Exercise Centre, Guest Suite,, Indoor Pool, Rooftop Terrace",$594.36,2,2,"$629,900",https://www.redfin.com/on/ottawa/179-Metcalfe-St-K2P-2L2/unit-1001/home/170479289
"20 Daly Ave 2203,Ottawa, ON K1N 0C6",2018,Sandy Hill,Apollo,"Air Conditioning, Amenities, Building Insurance, Heat,, Management Fee, Recreation Facilities, Water/Sewer","Exercise Centre, Party Room",$485,1,1,"$378,000",https://www.redfin.com/on/ottawa/20-Daly-Ave-K1N/unit-2203/home/170479359
"224 Lyon St N 601,Ottawa, ON K1R 0C1",2016,Centre Town,Condominium Management Group,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Common Area Hydro, Garbage Removal, General Maintenance and Repair, Heat,, Management Fee, Recreation Facilities, Water/Sewer","AC, Balcony, Concierge Service, Elevator, Exercise Centre, Laundry,, Party Room",$374,1,1,"$399,900",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-601/home/170479673
"300 Lisgar St 1507,Ottawa, ON K2P 0E2",2013,Centre Town,Capital Integral,"Building Insurance, Caretaker, Heat, Management Fee, Recreation, Facilities, Water/Sewer","Elevator, Outdoor Kitchen, Party Room, Sauna, Security,, Theatre/Screening Room, Whirlpool",$506.66,1,1,"$346,000",https://www.redfin.com/on/ottawa/300-Lisgar-St-K2P-0E2/unit-1507/home/170480683
"234 Rideau St 1306,Ottawa, ON K1N 0A9",2011,Byward Market,Reid Mgmt,"Air Conditioning, Amenities, Caretaker, Heat, Insurance,, Management Fee, Water/Sewer","Air Conditioning, Amenities, Caretaker, Heat, Insurance,, Management Fee, Water/Sewer",$408,1,1,"$375,000",https://www.redfin.com/on/ottawa/234-Rideau-St-K1N-0A9/unit-1306/home/170481068
"224 Lyon St N 810,Ottawa, ON K1R 0C1",2015,Centretown,Capital Concierge,"Air Conditioning, Amenities, Building Insurance, Heat,, Management Fee, Recreation Facilities, Water/Sewer","Balcony, Concierge Service, Party Room, Patio, Security",$469.74,1,1,"$423,500",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-810/home/170481337
"255 Bay St 110,Ottawa, ON K1R 0C5",2016,Centretown,Sentinel Managment,"Amenities, Building Insurance, Caretaker, General Maintenance, and Repair, Heat, Management Fee, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Indoor Pool, Party, Room, Patio, Storage Lockers",$250.40,,1,"$310,000",https://www.redfin.com/on/ottawa/255-Bay-St-K1R-0C5/unit-110/home/171365753
"224 Lyon St N 316,Ottawa, ON K1R 0C1",2015,Centretown,Capital Concierge,"Building Insurance, Caretaker, Heat, Management Fee, Recreation, Facilities, Water/Sewer",,$899.72,2,2,"$710,000",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-316/home/171427688
"242 Rideau St 407,Ottawa, ON K1N 0B7",2014,Sandy Hill,Condominium Management Group /,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Heat, Management Fee, Water/Sewer","Balcony, Elevator, Indoor Pool, Other (See Remarks), Party Room,, Theatre/Screening Room",$387.27,1,1,"$432,000",https://www.redfin.com/on/ottawa/242-Rideau-St-K1N-0B7/unit-407/home/171716708
"429 Kent St 219,Ottawa, ON K2P 1B5",2012,Centretown,OTTAWA-CARLETON STANDARD,"Amenities, Building Insurance, Common Area Hydro, Heat,, Insurance, Water/Sewer","Balcony, Elevator",$292.70,1,1,"$429,500",https://www.redfin.com/on/ottawa/429-Kent-St-K2P-0W7/unit-219/home/171924990
"40 Nepean St 607,Ottawa, ON K2P 0X5",2017,Centretown,Condominium Management Group,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Garbage Removal, Heat, Management Fee, Reserve Fund Allocation, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Guest Suite, Indoor, Pool, Party Room, Rooftop Terrace",$591,2,2,"$615,000",https://www.redfin.com/on/ottawa/40-Nepean-St-K2P-0X4/unit-607/home/172030533
"195 Besserer St 205,Ottawa, ON K1N 0B6",2015,Sandy Hill,Condominium Management Group,"Air Conditioning, Amenities, Building Insurance, Management Fee,, Water/Sewer","Concierge Service, Exercise Centre, Party Room, Pool, Sauna,, Storage Lockers",$302.37,1,1,"$386,000",https://www.redfin.com/on/ottawa/195-Besserer-St-K1N-7J6/unit-205/home/172383268
"179 Metcalfe St 1002,Ottawa, ON K2P 0W1",2014,Centre Town / Tribeca I,Premiere,"Air Conditioning, Amenities, Management Fee, Recreation, Facilities, Reserve Fund Allocation, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Guest Suite, Indoor, Pool, Pool, Rooftop Terrace",$513,1,1,"$537,400",https://www.redfin.com/on/ottawa/179-Metcalfe-St-K2P-2L2/unit-1002/home/172413514
"354 Gladstone Ave 806,Ottawa, ON K2P 0R4",2012,Centretown,ICondo Property Manangement,"Building Insurance, Heat, Management Fee, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Party Room, Patio",$397,1,1,"$392,000",https://www.redfin.com/on/ottawa/354-Gladstone-Ave-K2P-0Y8/unit-806/home/172601605
"234 Rideau St 1309,Ottawa, ON K1N 5X8",2011,Sandy Hill,Reid Property Management,"Amenities, Building Insurance, Caretaker, Management Fee,, Water/Sewer","Exercise Centre, Indoor Pool, Multi Use Room, Party Room, Patio,, Pool, Security",$641,2,2,"$541,000",https://www.redfin.com/on/ottawa/234-Rideau-St-K1N-0A9/unit-1309/home/172932854
"195 Besserer St 1708,Ottawa, ON K1N 0B6",2015,Sandy Hill/byward Market,Condo management group,"Air Conditioning, Amenities, Building Insurance, Heat,, Management Fee, Reserve Fund Allocation, Water/Sewer","Balcony, Concierge Service, Exercise Centre, Indoor Pool, Party, Room, Patio, Theatre/Screening Room",$212.90,,1,"$310,000",https://www.redfin.com/on/ottawa/195-Besserer-St-K1N-7J6/unit-1708/home/173032139
"234 Rideau St 2602,Ottawa, ON K1N 0A9",2011,Sandy Hill,Claridge,"Building Insurance, Caretaker, Heat, Management Fee, Recreation, Facilities, Water/Sewer","AC, Balcony, Concierge Service, Exercise Centre, Guest Suite,, Indoor Pool, Party Room",$429,1,1,"$470,000",https://www.redfin.com/on/ottawa/234-Rideau-St-K1N-0A9/unit-2602/home/173622443
"255 Bay St 512,Ottawa, ON K1R 0C5",2016,Centre Town,Sentinel Management,"Air Conditioning, Amenities, Building Insurance, Garbage, Removal, Heat, Management Fee, Recreation Facilities, Reserve Fund Allocation,, Water/Sewer","Exercise Centre, Indoor Pool, Party Room, Sauna, Storage Lockers",$306.23,1,1,"$415,000",https://www.redfin.com/on/ottawa/255-Bay-St-K1R-0C5/unit-512/home/173735833
"238 Besserer St 417,Ottawa, ON K1N 6B1",2016,Sandy Hill,CMG Condominium Management Grp,"Air Conditioning, Amenities, Building Insurance, Common Area, Hydro, General Maintenance and Repair, Heat, Management Fee, Reserve Fund, Allocation, Water/Sewer","AC, Balcony, Elevator, Exercise Centre, Indoor Pool, Party Room,, Storage Lockers",$611.44,2,2,"$468,000",https://www.redfin.com/on/ottawa/238-Besserer-St-K1N-6B1/unit-417/home/173737655
"445 Laurier Ave W 504,Ottawa, ON K1R 5C1",2007,Ottawa,Condominium Management Group,"Air Conditioning, Building Insurance, Caretaker, Common Area, Hydro, Garbage Removal, Heat, Recreation Facilities, Snow Removal, Storage,, Water/Sewer","Balcony, Elevator, Party Room",$805,2,2,"$540,000",https://www.redfin.com/on/ottawa/445-Laurier-Ave-W-K1R-5C1/unit-504/home/173933702
"195 Besserer St 402,Ottawa, ON K1N 0B6",2015,Sandy Hill,Condominium management group,"Amenities, Building Insurance, Heat, Management Fee, Storage,, Water/Sewer","Concierge Service, Exercise Centre, Indoor Pool, Party Room, Sauna,, Theatre/Screening Room",$515.44,2,2,"$580,000",https://www.redfin.com/on/ottawa/195-Besserer-St-K1N-7J6/unit-402/home/174120322
"224 Lyon St N 1309,Ottawa, ON K1R 0C1",2015,Centretown,Capital Concierge,"Air Conditioning, Amenities, Building Insurance, Caretaker,, General Maintenance and Repair, Heat, Management Fee, Water/Sewer","Balcony, Concierge Service, Party Room, Patio, Security",$307.50,,1,"$331,650",https://www.redfin.com/on/ottawa/224-Lyon-St-N-K1R-0C1/unit-1309/home/174128344
"250 Lett St 203,Ottawa, ON K1R 0A8",2011,Lebreton Flats,Apollo,"Building Insurance, Caretaker, Heat, Management Fee, Recreation, Facilities, Water/Sewer","Balcony, Elevator, Exercise Centre, Indoor Pool, Party Room,, Rooftop Terrace, Storage Lockers",$721,2,1,"$790,000",https://www.redfin.com/on/ottawa/250-Lett-St-K1R-0A7/unit-203/home/174344320
"199 Slater St 1208,Ottawa, ON K1P 0C8",2016,Centre Town,CMG,"Amenities, Building Insurance, General Maintenance and Repair,, Reserve Fund Allocation, Water/Sewer","Balcony, Exercise Centre, Party Room, Theatre/Screening Room,, Whirlpool",$546.44,1,1,"$475,000",https://www.redfin.com/on/ottawa/199-Slater-St-K1P-0A6/unit-1208/home/174503543
"255 Bay St 1002,Ottawa, ON K1R 0C5",2017,Cenre Town,Sentinel Management,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Party Room, Sauna",$570,2,2,"$650,000",https://www.redfin.com/on/ottawa/255-Bay-St-K1R-0C5/unit-1002/home/174596037
"238 Besserer St 311,Ottawa, ON K1N 6B1",2012,Sandy Hill,CMG,"Air Conditioning, Amenities, Building Insurance, Caretaker,, General Maintenance and Repair, Heat, Management Fee, Storage, Water/Sewer","AC, Balcony, Elevator, Exercise Centre, Indoor Pool, Multi Use, Room, Patio",$468.82,1,1,"$408,000",https://www.redfin.com/on/ottawa/238-Besserer-St-K1N-6B1/unit-311/home/175198987
"445 Laurier Ave 1505,Ottawa, ON K1R 0A2",2007,Center Town,Condo Management Corp,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Water/Sewer","Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Water/Sewer",$482,1,1,"$380,000",https://www.redfin.com/on/ottawa/445-Laurier-Ave-W-K1R-5C1/unit-1505/home/175227902
"320 Miwate Pvt 102,Ottawa, ON K1R 6K8",2020,Zibi,Des Services Inc.,"Amenities, Building Insurance, Caretaker, General Maintenance, and Repair, Management Fee, Recreation Facilities, Reserve Fund Allocation","Elevator, Exercise Centre",$651.33,2,2,"$768,400",https://www.redfin.com/on/ottawa/320-Miwate-Pvt-K1R-0E1/unit-102/home/175255023
"234 Rideau St 1009,Ottawa, ON K1N 0A9",2011,Sandy Hill,Reid Management,"Amenities, Building Insurance, Garbage Removal, General, Maintenance and Repair, Heat, Insurance, Management Fee, Reserve Fund, Allocation, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Indoor Pool, Party, Room, Sauna, Security",$641,2,2,"$565,000",https://www.redfin.com/on/ottawa/234-Rideau-St-K1N-0A9/unit-1009/home/176021427
"101 Queen St 805,Ottawa, ON K1P 0B7",2019,"Centretown, Ottawa",N/A,"Amenities, General Maintenance and Repair, Landscape, Management, Fee, Recreation Facilities, Water/Sewer","Concierge Service, Exercise Centre, Multi Use Room, Party Room,, Security, Storage Lockers",$490,1,1,"$590,000",https://www.redfin.com/on/ottawa/101-Queen-St-K1P-6L8/unit-805/home/176127677
"234 Rideau St 2506,Ottawa, ON K1N 0A9",2011,Sandy Hill,Reid Property Management,"Building Insurance, Caretaker, Heat, Management Fee, Recreation, Facilities, Water/Sewer","Concierge Service, Elevator, Exercise Centre, Indoor Pool, Party, Room, Security, Storage Lockers",$436,1,1,"$513,000",https://www.redfin.com/on/ottawa/234-Rideau-St-K1N-0A9/unit-2506/home/176325930
"255 Bay St 1214,Ottawa, ON K1R 0C5",2016,Centre Town,Sentinel Property Management,"Amenities, Building Insurance, Caretaker, Heat, Management Fee,, Water/Sewer","Elevator, Exercise Centre, Guest Suite, Indoor Pool, Party Room,, Sauna, Storage Lockers",$276.84,1,1,"$440,000",https://www.redfin.com/on/ottawa/255-Bay-St-K1R-0C5/unit-1214/home/176329907
"242 Rideau St 901,Ottawa, ON K1N 0B7",2014,Sandy Hill,CONDIMINIUM MANAGEMENT GROUP,"Air Conditioning, Amenities, Building Insurance, Caretaker,, Heat, Management Fee, Water/Sewer","Elevator, Exercise Centre, Indoor Pool, Patio, Rooftop Terrace,, Storage Lockers, Theatre/Screening Room",$833.69,2,2,"$675,000",https://www.redfin.com/on/ottawa/242-Rideau-St-K1N-0B7/unit-901/home/176339916
"139 Guigues Ave 4,Ottawa, ON K1N 5J1",2006,Lowertown,20/20 Prop. Mgmt,"Air Conditioning, Building Insurance, Caretaker, Heat,, Landscape, Management Fee, Reserve Fund Allocation, Snow Removal, Water/Sewer",Storage Lockers,$760,1,1,"$393,500",https://www.redfin.com/on/ottawa/139-Guigues-Ave-K1N-7C9/unit-4/home/176340315
"144 Clarence St Unit 8B,Ottawa, ON K1N 5P8",1994,Lower Town,Sentinel Management,"Building Insurance, Caretaker, Management Fee, Reserve Fund, Allocation, Water/Sewer",Balcony,$966,1,1,"$632,500",https://www.redfin.com/on/ottawa/144-Clarence-St-K1N-5P8/unit-8B/home/176406110
